TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,CONSTRAINT_NAME,FK_NAME
------------,----------,-----------,----------------,---------,-----------,------------------------,-----------------,-------------,---------------,-------
CRIZAFAUX,Estoque_Consignado,cd_cliente,1,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,Estoque_Consignado,cd_tipo_estoque,2,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,Estoque_Consignado,cd_produto,3,nvarchar,YES,-1,NULL,NULL,NULL,NULL
CRIZAFAUX,Estoque_Consignado,cd_tipo_produto,4,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,Estoque_Consignado,cd_entidade,5,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,Estoque_Consignado,vl_consignado,6,float,YES,NULL,53,NULL,NULL,NULL
CRIZAFAUX,Estoque_Consignado,cd_cfopi,7,bigint,YES,NULL,19,0,NULL,NULL
