TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,CONSTRAINT_NAME,FK_NAME
------------,----------,-----------,----------------,---------,-----------,------------------------,-----------------,-------------,---------------,-------
CRIZAFAUX,ProcessoTarifa,id,1,int,YES,NULL,10,0,NULL,NULL
CRIZAFAUX,ProcessoTarifa,id_fase,2,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,ProcessoTarifa,nm_processo,3,nvarchar,YES,500,NULL,NULL,NULL,NULL
CRIZAFAUX,ProcessoTarifa,cd_fase,4,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,ProcessoTarifa,nm_atividade,5,nvarchar,YES,500,NULL,NULL,NULL,NULL
CRIZAFAUX,ProcessoTarifa,cd_fornecedor,6,bigint,YES,NULL,19,0,NULL,NULL
CRIZAFAUX,ProcessoTarifa,vl_fase,7,nvarchar,YES,500,NULL,NULL,NULL,NULL
CRIZAFAUX,ProcessoTarifa,nm_comentario,8,nvarchar,YES,500,NULL,NULL,NULL,NULL
